chain_id,nparticles,dim,scale,eta,alpha,energy,std_error,variance,scaled_energy,scaled_std_error,scaled_variance,accept_rate,nsamples,total_cycles,warmup_cycles,tuning_cycles,optimize_cycles
16,1,3,1.0,0.01,0.30000000000000004,1.6933534037181577,0.01557984706652004,0.47581129082489104,1.6933534037181577,0.01557984706652004,0.47581129082489104,0.42675,20000,66000,66000,6000,0
1,1,3,1.0,0.01,0.4,1.5448259571819456,0.006653186095443722,0.08131273701909691,1.5448259571819456,0.006653186095443722,0.08131273701909691,0.36405,20000,66000,66000,6000,0
2,1,3,1.0,0.01,0.4,1.540618275507995,0.008687563932545729,0.0927345182782573,1.540618275507995,0.008687563932545729,0.0927345182782573,0.3675,20000,66000,66000,6000,0
3,1,3,1.0,0.01,0.4,1.542244370772647,0.00715506192163818,0.08594006502839502,1.542244370772647,0.00715506192163818,0.08594006502839502,0.3612,20000,66000,66000,6000,0
4,1,3,1.0,0.01,0.4,1.5222714949606666,0.006847865624563369,0.07705189700099702,1.5222714949606666,0.006847865624563369,0.07705189700099702,0.36645,20000,66000,66000,6000,0
5,1,3,1.0,0.01,0.4,1.534682141898707,0.006479157242371601,0.08007251012029082,1.534682141898707,0.006479157242371601,0.08007251012029082,0.3652,20000,66000,66000,6000,0
6,1,3,1.0,0.01,0.4,1.5542228864491536,0.007631525173357006,0.09320511153730271,1.5542228864491536,0.007631525173357006,0.09320511153730271,0.37325,20000,66000,66000,6000,0
7,1,3,1.0,0.01,0.4,1.5519605804074073,0.007685887792116348,0.09530217419244469,1.5519605804074073,0.007685887792116348,0.09530217419244469,0.3669,20000,66000,66000,6000,0
8,1,3,1.0,0.01,0.4,1.5432379709074353,0.007310826605211301,0.08396736722710774,1.5432379709074353,0.007310826605211301,0.08396736722710774,0.36875,20000,66000,66000,6000,0
9,1,3,1.0,0.01,0.4,1.5387741693394605,0.007182533669978483,0.08744510026347818,1.5387741693394605,0.007182533669978483,0.08744510026347818,0.3618,20000,66000,66000,6000,0
10,1,3,1.0,0.01,0.4,1.5403596816900078,0.006572794357330454,0.08380880467924179,1.5403596816900078,0.006572794357330454,0.08380880467924179,0.36925,20000,66000,66000,6000,0
11,1,3,1.0,0.01,0.4,1.5427281882376942,0.0071844699972831655,0.08517049207397198,1.5427281882376942,0.0071844699972831655,0.08517049207397198,0.36015,20000,66000,66000,6000,0
12,1,3,1.0,0.01,0.4,1.5254220341317295,0.0065297681783761915,0.0771297863570597,1.5254220341317295,0.0065297681783761915,0.0771297863570597,0.3555,20000,66000,66000,6000,0
13,1,3,1.0,0.01,0.4,1.5317216312056467,0.006324704992892146,0.07831481250597072,1.5317216312056467,0.006324704992892146,0.07831481250597072,0.3661,20000,66000,66000,6000,0
14,1,3,1.0,0.01,0.4,1.533009297946574,0.008891468702256192,0.08719781857082154,1.533009297946574,0.008891468702256192,0.08719781857082154,0.3665,20000,66000,66000,6000,0
15,1,3,1.0,0.01,0.4,1.5410056487862034,0.007308337384859373,0.08309459645522921,1.5410056487862034,0.007308337384859373,0.08309459645522921,0.3696,20000,66000,66000,6000,0
16,1,3,1.0,0.01,0.4,1.5366709643945777,0.006872820704219071,0.09146293153458096,1.5366709643945777,0.006872820704219071,0.09146293153458096,0.3636,20000,66000,66000,6000,0
1,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.3151,20000,66000,66000,6000,0
2,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.31685,20000,66000,66000,6000,0
3,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.3309,20000,66000,66000,6000,0
4,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.3192,20000,66000,66000,6000,0
5,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.31215,20000,66000,66000,6000,0
6,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.3177,20000,66000,66000,6000,0
7,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.31775,20000,66000,66000,6000,0
8,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.32325,20000,66000,66000,6000,0
9,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.31875,20000,66000,66000,6000,0
10,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.3178,20000,66000,66000,6000,0
11,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.31595,20000,66000,66000,6000,0
12,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.3155,20000,66000,66000,6000,0
13,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.31465,20000,66000,66000,6000,0
14,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.31385,20000,66000,66000,6000,0
15,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.3181,20000,66000,66000,6000,0
16,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.31245,20000,66000,66000,6000,0
1,1,3,1.0,0.01,0.6,1.5203640035872752,0.005431046976624365,0.05428700256973329,1.5203640035872752,0.005431046976624365,0.05428700256973329,0.27985,20000,66000,66000,6000,0
2,1,3,1.0,0.01,0.6,1.5229887462952458,0.005561387887340553,0.049712272285192594,1.5229887462952458,0.005561387887340553,0.049712272285192594,0.2815,20000,66000,66000,6000,0
3,1,3,1.0,0.01,0.6,1.5286045157701549,0.005501032584009348,0.04911784792782958,1.5286045157701549,0.005501032584009348,0.04911784792782958,0.28225,20000,66000,66000,6000,0
4,1,3,1.0,0.01,0.6,1.5411639750380939,0.0052760114791817955,0.04716927842647012,1.5411639750380939,0.0052760114791817955,0.04716927842647012,0.27725,20000,66000,66000,6000,0
5,1,3,1.0,0.01,0.6,1.5181973226895966,0.006591056228264072,0.0572218430298137,1.5181973226895966,0.006591056228264072,0.0572218430298137,0.282,20000,66000,66000,6000,0
6,1,3,1.0,0.01,0.6,1.5316313859207955,0.005471047212815,0.050054494223749746,1.5316313859207955,0.005471047212815,0.050054494223749746,0.2779,20000,66000,66000,6000,0
7,1,3,1.0,0.01,0.6,1.5295855805003917,0.005321383231743322,0.046932141642577196,1.5295855805003917,0.005321383231743322,0.046932141642577196,0.2749,20000,66000,66000,6000,0
8,1,3,1.0,0.01,0.6,1.5299298553130236,0.005433119342508486,0.048473137417638146,1.5299298553130236,0.005433119342508486,0.048473137417638146,0.2859,20000,66000,66000,6000,0
9,1,3,1.0,0.01,0.6,1.526834347088541,0.005430797347589146,0.050277765438635935,1.526834347088541,0.005430797347589146,0.050277765438635935,0.2802,20000,66000,66000,6000,0
10,1,3,1.0,0.01,0.6,1.5234812001378706,0.005639886040828531,0.051452245815807984,1.5234812001378706,0.005639886040828531,0.051452245815807984,0.28415,20000,66000,66000,6000,0
11,1,3,1.0,0.01,0.6,1.527602403894928,0.0064065203023734646,0.05138191981361606,1.527602403894928,0.0064065203023734646,0.05138191981361606,0.27245,20000,66000,66000,6000,0
12,1,3,1.0,0.01,0.6,1.528595035736542,0.006274029702487293,0.05167789709355297,1.528595035736542,0.006274029702487293,0.05167789709355297,0.27775,20000,66000,66000,6000,0
13,1,3,1.0,0.01,0.6,1.529060642574771,0.005433058581492194,0.05111822468473726,1.529060642574771,0.005433058581492194,0.05111822468473726,0.28205,20000,66000,66000,6000,0
14,1,3,1.0,0.01,0.6,1.5291913686973253,0.005976782325528168,0.048867715725789296,1.5291913686973253,0.005976782325528168,0.048867715725789296,0.27665,20000,66000,66000,6000,0
15,1,3,1.0,0.01,0.6,1.522812487405057,0.0063259688111183526,0.05528220908388182,1.522812487405057,0.0063259688111183526,0.05528220908388182,0.2805,20000,66000,66000,6000,0
16,1,3,1.0,0.01,0.6,1.5230025185446898,0.005792206577107552,0.05203325153034566,1.5230025185446898,0.005792206577107552,0.05203325153034566,0.28425,20000,66000,66000,6000,0
1,1,3,1.0,0.01,0.7000000000000001,1.5786532805134232,0.01118689327681736,0.18650267216498673,1.5786532805134232,0.01118689327681736,0.18650267216498673,0.2469,20000,66000,66000,6000,0
2,1,3,1.0,0.01,0.7000000000000001,1.5898318820124149,0.011675858151364944,0.1809369932131486,1.5898318820124149,0.011675858151364944,0.1809369932131486,0.24655,20000,66000,66000,6000,0
3,1,3,1.0,0.01,0.7000000000000001,1.5779440441343875,0.011637507570559204,0.1914080126342239,1.5779440441343875,0.011637507570559204,0.1914080126342239,0.2572,20000,66000,66000,6000,0
4,1,3,1.0,0.01,0.7000000000000001,1.5533149813986091,0.012292362343208775,0.20179524319563713,1.5533149813986091,0.012292362343208775,0.20179524319563713,0.25275,20000,66000,66000,6000,0
5,1,3,1.0,0.01,0.7000000000000001,1.588887181797127,0.01092141617251586,0.17745697751576728,1.588887181797127,0.01092141617251586,0.17745697751576728,0.2459,20000,66000,66000,6000,0
6,1,3,1.0,0.01,0.7000000000000001,1.5880896840781735,0.011799586836294921,0.19374570876024677,1.5880896840781735,0.011799586836294921,0.19374570876024677,0.2482,20000,66000,66000,6000,0
7,1,3,1.0,0.01,0.7000000000000001,1.5812169478064242,0.011578922875427227,0.1861767127015974,1.5812169478064242,0.011578922875427227,0.1861767127015974,0.2485,20000,66000,66000,6000,0
8,1,3,1.0,0.01,0.7000000000000001,1.5876182508793575,0.011506056012733678,0.1787348703951901,1.5876182508793575,0.011506056012733678,0.1787348703951901,0.2468,20000,66000,66000,6000,0
9,1,3,1.0,0.01,0.7000000000000001,1.5929730595449743,0.010903142895625679,0.18675174150833174,1.5929730595449743,0.010903142895625679,0.18675174150833174,0.24715,20000,66000,66000,6000,0
10,1,3,1.0,0.01,0.7000000000000001,1.5846462113115345,0.010824410215988907,0.17523883941835328,1.5846462113115345,0.010824410215988907,0.17523883941835328,0.2531,20000,66000,66000,6000,0
11,1,3,1.0,0.01,0.7000000000000001,1.5876449466911622,0.011281129679991704,0.18679899810648815,1.5876449466911622,0.011281129679991704,0.18679899810648815,0.2458,20000,66000,66000,6000,0
12,1,3,1.0,0.01,0.7000000000000001,1.6092040769488267,0.011046480673132382,0.17260690118783106,1.6092040769488267,0.011046480673132382,0.17260690118783106,0.2422,20000,66000,66000,6000,0
13,1,3,1.0,0.01,0.7000000000000001,1.5898079213013487,0.009804952722510037,0.17090549376961217,1.5898079213013487,0.009804952722510037,0.17090549376961217,0.259,20000,66000,66000,6000,0
14,1,3,1.0,0.01,0.7000000000000001,1.6105178415669916,0.011240998565601438,0.17656556562042613,1.6105178415669916,0.011240998565601438,0.17656556562042613,0.23975,20000,66000,66000,6000,0
15,1,3,1.0,0.01,0.7000000000000001,1.5841920667121399,0.01171291384998639,0.18406330620567868,1.5841920667121399,0.01171291384998639,0.18406330620567868,0.24275,20000,66000,66000,6000,0
16,1,3,1.0,0.01,0.7000000000000001,1.580633647324811,0.01146649723385596,0.2024190499953269,1.580633647324811,0.01146649723385596,0.2024190499953269,0.24405,20000,66000,66000,6000,0
1,1,3,0.9,0.01,0.8,1.6991763606939705,0.0168648148909823,0.3741479520366773,1.6991763606939705,0.0168648148909823,0.3741479520366773,0.25565,20000,70000,70000,10000,0
2,1,3,1.0,0.01,0.8,1.6641538969279754,0.015446333397504744,0.3635555946390858,1.6641538969279754,0.015446333397504744,0.3635555946390858,0.22225,20000,66000,66000,6000,0
3,1,3,1.0,0.01,0.8,1.66940990832961,0.01886762447036969,0.36790685834502135,1.66940990832961,0.01886762447036969,0.36790685834502135,0.22175,20000,66000,66000,6000,0
4,1,3,1.0,0.01,0.8,1.6739260688622453,0.016983542439786583,0.36220993452412964,1.6739260688622453,0.016983542439786583,0.36220993452412964,0.22445,20000,66000,66000,6000,0
5,1,3,1.0,0.01,0.8,1.6715168416461879,0.017449624827227436,0.39935646510339673,1.6715168416461879,0.017449624827227436,0.39935646510339673,0.22275,20000,66000,66000,6000,0
6,1,3,0.9,0.01,0.8,1.682484948826157,0.01666031187521777,0.38265535880498636,1.682484948826157,0.01666031187521777,0.38265535880498636,0.2598,20000,70000,70000,10000,0
7,1,3,1.0,0.01,0.8,1.616949490722304,0.019365297035160142,0.4141982272675073,1.616949490722304,0.019365297035160142,0.4141982272675073,0.2301,20000,66000,66000,6000,0
8,1,3,1.0,0.01,0.8,1.6521521517080553,0.018323407090185106,0.4242073736772247,1.6521521517080553,0.018323407090185106,0.4242073736772247,0.2214,20000,66000,66000,6000,0
9,1,3,0.9,0.01,0.8,1.6790953697952689,0.014645043367765365,0.34966032796432334,1.6790953697952689,0.014645043367765365,0.34966032796432334,0.2611,20000,72000,72000,12000,0
10,1,3,1.0,0.01,0.8,1.6581656364074924,0.017975745699519926,0.37125057735394584,1.6581656364074924,0.017975745699519926,0.37125057735394584,0.2237,20000,66000,66000,6000,0
11,1,3,1.0,0.01,0.8,1.6942048630578006,0.015462204880991743,0.3484989930640685,1.6942048630578006,0.015462204880991743,0.3484989930640685,0.21955,20000,66000,66000,6000,0
12,1,3,1.0,0.01,0.8,1.6903364046961395,0.01745482204034542,0.3492827833870007,1.6903364046961395,0.01745482204034542,0.3492827833870007,0.2313,20000,66000,66000,6000,0
13,1,3,1.0,0.01,0.8,1.664852947534268,0.016271691320819064,0.3826310401095925,1.664852947534268,0.016271691320819064,0.3826310401095925,0.226,20000,66000,66000,6000,0
14,1,3,1.0,0.01,0.8,1.6550714285230572,0.015719555036541343,0.3585514600248101,1.6550714285230572,0.015719555036541343,0.3585514600248101,0.22765,20000,66000,66000,6000,0
15,1,3,1.0,0.01,0.8,1.682688150171059,0.0162275472641832,0.3476189138235486,1.682688150171059,0.0162275472641832,0.3476189138235486,0.2261,20000,66000,66000,6000,0
16,1,3,0.9,0.01,0.8,1.6862201550137186,0.015916292375920592,0.36497380030752025,1.6862201550137186,0.015916292375920592,0.36497380030752025,0.2549,20000,70000,70000,10000,0
1,1,3,0.9,0.01,0.9,1.7969859743967798,0.022974261465457606,0.5959037613658364,1.7969859743967798,0.022974261465457606,0.5959037613658364,0.23975,20000,68000,68000,8000,0
2,1,3,0.9,0.01,0.9,1.7870497568959893,0.0209978194602607,0.6070909108743701,1.7870497568959893,0.0209978194602607,0.6070909108743701,0.2347,20000,72000,72000,12000,0
3,1,3,0.9,0.01,0.9,1.747581130571826,0.025432348536444768,0.672257932982018,1.747581130571826,0.025432348536444768,0.672257932982018,0.2439,20000,68000,68000,8000,0
4,1,3,0.9,0.01,0.9,1.7873296436069954,0.019646448165351927,0.6004954439682786,1.7873296436069954,0.019646448165351927,0.6004954439682786,0.23945,20000,70000,70000,10000,0
5,1,3,0.9,0.01,0.9,1.737468946645893,0.019968344648515497,0.6412002140260191,1.737468946645893,0.019968344648515497,0.6412002140260191,0.2397,20000,68000,68000,8000,0
6,1,3,0.9,0.01,0.9,1.7934039327610376,0.021705816322107527,0.5775349391199192,1.7934039327610376,0.021705816322107527,0.5775349391199192,0.2446,20000,70000,70000,10000,0
7,1,3,0.9,0.01,0.9,1.7685979409164123,0.021200508681754274,0.5984412319059982,1.7685979409164123,0.021200508681754274,0.5984412319059982,0.2396,20000,68000,68000,8000,0
8,1,3,0.9,0.01,0.9,1.7941727182582137,0.019473619694559942,0.5432941198369261,1.7941727182582137,0.019473619694559942,0.5432941198369261,0.24245,20000,72000,72000,12000,0
9,1,3,0.9,0.01,0.9,1.8068465378493026,0.019121034376435524,0.5812309224772285,1.8068465378493026,0.019121034376435524,0.5812309224772285,0.2428,20000,68000,68000,8000,0
10,1,3,0.9,0.01,0.9,1.7757501820074642,0.02094019439691417,0.5808530200359563,1.7757501820074642,0.02094019439691417,0.5808530200359563,0.2365,20000,72000,72000,12000,0
11,1,3,0.9,0.01,0.9,1.7494193846834782,0.023951148758978184,0.6546625257949161,1.7494193846834782,0.023951148758978184,0.6546625257949161,0.24315,20000,68000,68000,8000,0
12,1,3,0.9,0.01,0.9,1.7296539472984063,0.021061267212698024,0.6523418541403636,1.7296539472984063,0.021061267212698024,0.6523418541403636,0.24515,20000,68000,68000,8000,0
13,1,3,0.9,0.01,0.9,1.7978880853939478,0.019952416004597236,0.5691563622155238,1.7978880853939478,0.019952416004597236,0.5691563622155238,0.24095,20000,70000,70000,10000,0
14,1,3,0.9,0.01,0.9,1.7606147552137976,0.01903991034572113,0.5695498101726755,1.7606147552137976,0.01903991034572113,0.5695498101726755,0.2405,20000,68000,68000,8000,0
15,1,3,1.0,0.01,0.9,1.7610962027812145,0.02073284375840836,0.6099600853612817,1.7610962027812145,0.02073284375840836,0.6099600853612817,0.2003,20000,66000,66000,6000,0
16,1,3,0.9,0.01,0.9,1.7675221751935841,0.021188035946893877,0.6297565730388128,1.7675221751935841,0.021188035946893877,0.6297565730388128,0.24095,20000,70000,70000,10000,0
1,1,3,0.9,0.01,1.0,1.9357068095861432,0.02724005659977001,0.7803935250595959,1.9357068095861432,0.02724005659977001,0.7803935250595959,0.21745,20000,68000,68000,8000,0
2,1,3,0.9,0.01,1.0,1.9209316748555787,0.0254601018235412,0.7948457668195998,1.9209316748555787,0.0254601018235412,0.7948457668195998,0.22495,20000,68000,68000,8000,0
3,1,3,0.9,0.01,1.0,1.9108728808145752,0.024139975542842335,0.8349942580595466,1.9108728808145752,0.024139975542842335,0.8349942580595466,0.2179,20000,70000,70000,10000,0
4,1,3,0.9,0.01,1.0,1.9035388418355237,0.025956698179192546,0.8203211526802865,1.9035388418355237,0.025956698179192546,0.8203211526802865,0.21655,20000,68000,68000,8000,0
5,1,3,0.9,0.01,1.0,1.8494076327438314,0.025742251098806488,0.9237109049233614,1.8494076327438314,0.025742251098806488,0.9237109049233614,0.2224,20000,68000,68000,8000,0
6,1,3,0.81,0.01,1.0,1.8508799151456605,0.023802526876098004,0.9029256217044463,1.8508799151456605,0.023802526876098004,0.9029256217044463,0.2576,20000,74000,74000,14000,0
7,1,3,0.9,0.01,1.0,1.8556050867732996,0.028787516614700102,0.9245905590485743,1.8556050867732996,0.028787516614700102,0.9245905590485743,0.22295,20000,68000,68000,8000,0
8,1,3,0.9,0.01,1.0,1.8692736708441793,0.02958994665786456,0.9232375607530261,1.8692736708441793,0.02958994665786456,0.9232375607530261,0.22115,20000,68000,68000,8000,0
9,1,3,0.9,0.01,1.0,1.8756421572763218,0.025845083922290256,0.9153586345996771,1.8756421572763218,0.025845083922290256,0.9153586345996771,0.21935,20000,68000,68000,8000,0
