chain_id,nparticles,dim,scale,eta,alpha,energy,std_error,variance,scaled_energy,scaled_std_error,scaled_variance,accept_rate,nsamples,total_cycles,tuning_cycles,optimize_cycles,warmup_cycles
10,50,3,0.13176900000000005,0.01,0.5005746524402982,74.99573136288528,0.0019532845387819687,0.000566081906981708,1.4999146272577055,0.0019532845387819687,0.000566081906981708,0.2623291015625,65536,120536,5000,50000,0
11,50,3,0.11979000000000002,0.01,0.5017940802625765,74.9958306791796,0.006173069142979957,0.007490448741918954,1.4999166135835922,0.006173069142979957,0.007490448741918954,0.31805419921875,65536,118036,4500,48000,0
12,50,3,0.13310000000000002,0.01,0.498111592773392,74.99625715203037,0.004655418541559692,0.004838305412704358,1.4999251430406073,0.004655418541559692,0.004838305412704358,0.2790985107421875,65536,109036,5000,38500,0
13,50,3,0.13310000000000002,0.01,0.4991589511090581,74.99642068562659,0.0019904385147474133,0.000848383941956854,1.4999284137125317,0.0019904385147474133,0.000848383941956854,0.2779998779296875,65536,111036,4000,41500,0
14,50,3,0.12100000000000002,0.01,0.5002039057374248,75.0010422684893,0.0005902587152386341,7.425278454320505e-05,1.500020845369786,0.0005902587152386341,7.425278454320505e-05,0.3325653076171875,65536,119536,4000,50000,0
15,50,3,0.13310000000000002,0.01,0.5003847364771615,74.99835092276064,0.001091081369083332,0.00023265769232239109,1.4999670184552127,0.001091081369083332,0.00023265769232239109,0.27508544921875,65536,120036,5500,49000,0
16,50,3,0.13310000000000002,0.01,0.5006449451283205,74.99915961586139,0.00215224463978675,0.0006335497337204288,1.4999831923172278,0.00215224463978675,0.0006335497337204288,0.2691497802734375,65536,112036,4000,42500,0
1,100,3,0.09900000000000002,0.01,0.4997702720027246,149.9976328358952,0.0015380774249332653,0.0002150978871213738,1.4999763283589518,0.0015380774249332653,0.0002150978871213738,0.2499847412109375,65536,119036,3500,50000,0
2,100,3,0.1,0.01,0.500702277785656,149.99422563068217,0.004788720260621294,0.0020869184481853154,1.4999422563068217,0.004788720260621294,0.0020869184481853154,0.234893798828125,65536,117536,2000,50000,0
3,100,3,0.09454191267064509,0.01,0.5028957453483914,150.02710983988408,0.017743340669371298,0.03191425833210815,1.5002710983988408,0.017743340669371298,0.03191425833210815,0.260650634765625,65536,125536,10000,50000,0
4,100,3,0.09000000000000001,0.01,0.4989877184289208,149.99358753594439,0.007388652267757991,0.006234206193767022,1.4999358753594438,0.007388652267757991,0.006234206193767022,0.3033294677734375,65536,118036,2500,50000,0
5,100,3,0.05230445274450004,0.01,0.5002592818328059,149.99734885845191,0.006676302661835689,0.002225122898380505,1.499973488584519,0.006676302661835689,0.002225122898380505,0.5544891357421875,65536,125536,10000,50000,0
6,100,3,0.1,0.01,0.49547534523385445,149.98131479475575,0.016068586922989913,0.048696097772335634,1.4998131479475574,0.016068586922989913,0.048696097772335634,0.2515869140625,65536,109036,2000,41500,0
7,100,3,0.1,0.01,0.49559113717242687,150.00330131654545,0.02846966545792694,0.08472647487360518,1.5000330131654545,0.02846966545792694,0.08472647487360518,0.245361328125,65536,91536,2000,24000,0
8,100,3,0.1,0.01,0.4846808165904486,150.26458825697372,0.12322728759240094,1.405006071952812,1.5026458825697373,0.12322728759240094,1.405006071952812,0.23974609375,65536,90536,2000,23000,0
9,100,3,0.09801000000000004,0.01,0.5063378786118358,150.03377780812508,0.04225874797603952,0.16833104619581718,1.5003377780812508,0.04225874797603952,0.16833104619581718,0.24957275390625,65536,97536,5000,27000,0
10,100,3,0.1,0.01,0.4983482599145829,150.01153653414246,0.011339626220555595,0.012778743010130711,1.5001153653414248,0.011339626220555595,0.012778743010130711,0.2312774658203125,65536,117536,2000,50000,0
11,100,3,0.10890000000000002,0.01,0.5098583830611689,149.96746446791266,0.05820702060742377,0.30537146231654333,1.4996746446791267,0.05820702060742377,0.30537146231654333,0.19049072265625,65536,92536,4000,23000,0
12,100,3,0.1,0.01,0.4997271762785095,149.99801302320643,0.0015323583207502893,0.00023378568221232854,1.4999801302320643,0.0015323583207502893,0.00023378568221232854,0.241973876953125,65536,117536,2000,50000,0
13,100,3,0.1,0.01,0.5001796474288517,149.99881664974262,0.0013940948034672765,0.00017089253378799185,1.4999881664974262,0.0013940948034672765,0.00017089253378799185,0.23504638671875,65536,117536,2000,50000,0
14,100,3,0.1,0.01,0.5036025154281774,150.05293525096056,0.013407745152918132,0.031514413032709854,1.5005293525096055,0.013407745152918132,0.031514413032709854,0.2422637939453125,65536,117536,2000,50000,0
15,100,3,0.09000000000000001,0.01,0.49992643818828314,149.99972732507658,0.0006086366743871554,3.4543671063147485e-05,1.4999972732507658,0.0006086366743871554,3.4543671063147485e-05,0.2924346923828125,65536,118036,2500,50000,0
16,100,3,0.09900000000000002,0.01,0.49899626324337826,150.02599201131878,0.013643881745523103,0.008025990366149927,1.5002599201131879,0.013643881745523103,0.008025990366149927,0.234283447265625,65536,110036,4000,40500,0
