chain_id,nparticles,dim,scale,eta,alpha,energy,std_error,variance,scaled_energy,scaled_std_error,scaled_variance,accept_rate,nsamples,total_cycles,warmup_cycles,tuning_cycles,optimize_cycles
2,1,3,1.0,0.01,0.30000000000000004,1.704297765502996,0.018161616624722255,0.46553634059468463,1.704297765502996,0.018161616624722255,0.46553634059468463,0.42405,20000,66000,66000,6000,0
3,1,3,1.0,0.01,0.30000000000000004,1.705243082830528,0.016691007795033883,0.49400908568060675,1.705243082830528,0.016691007795033883,0.49400908568060675,0.4279,20000,66000,66000,6000,0
4,1,3,1.0,0.01,0.30000000000000004,1.7020322525511198,0.015467152419160612,0.4538242693711232,1.7020322525511198,0.015467152419160612,0.4538242693711232,0.43395,20000,66000,66000,6000,0
5,1,3,1.0,0.01,0.30000000000000004,1.7001827142488262,0.016856870424452833,0.4571125097813491,1.7001827142488262,0.016856870424452833,0.4571125097813491,0.4309,20000,66000,66000,6000,0
6,1,3,1.0,0.01,0.30000000000000004,1.679634936194263,0.01666775518649452,0.4393670168384505,1.679634936194263,0.01666775518649452,0.4393670168384505,0.43275,20000,66000,66000,6000,0
7,1,3,1.0,0.01,0.30000000000000004,1.700424037172573,0.01789127534969435,0.4943483028959519,1.700424037172573,0.01789127534969435,0.4943483028959519,0.42855,20000,66000,66000,6000,0
8,1,3,1.0,0.01,0.30000000000000004,1.7178645945079518,0.018188430632372785,0.4842531504516563,1.7178645945079518,0.018188430632372785,0.4842531504516563,0.4289,20000,66000,66000,6000,0
9,1,3,1.1,0.01,0.30000000000000004,1.7075585334304448,0.02113257808547732,0.5018117724861746,1.7075585334304448,0.02113257808547732,0.5018117724861746,0.37805,20000,68000,68000,8000,0
10,1,3,1.0,0.01,0.30000000000000004,1.704782559629445,0.016524569233903132,0.4790324706591367,1.704782559629445,0.016524569233903132,0.4790324706591367,0.4355,20000,66000,66000,6000,0
11,1,3,1.0,0.01,0.30000000000000004,1.6791723703081964,0.01637300611736218,0.44620145557050606,1.6791723703081964,0.01637300611736218,0.44620145557050606,0.42755,20000,66000,66000,6000,0
12,1,3,1.0,0.01,0.30000000000000004,1.7060630836122994,0.018153720590541003,0.4935528988771254,1.7060630836122994,0.018153720590541003,0.4935528988771254,0.4299,20000,66000,66000,6000,0
13,1,3,1.0,0.01,0.30000000000000004,1.7174973881869207,0.017788996439915807,0.4875127185184227,1.7174973881869207,0.017788996439915807,0.4875127185184227,0.43305,20000,66000,66000,6000,0
14,1,3,1.0,0.01,0.30000000000000004,1.7019044798677256,0.016635524512946243,0.5015461174606455,1.7019044798677256,0.016635524512946243,0.5015461174606455,0.4335,20000,66000,66000,6000,0
15,1,3,1.0,0.01,0.30000000000000004,1.697838982260391,0.017370311589271277,0.46551945246149407,1.697838982260391,0.017370311589271277,0.46551945246149407,0.4312,20000,66000,66000,6000,0
16,1,3,1.0,0.01,0.30000000000000004,1.6880224593485937,0.0186608034697082,0.48554724566050744,1.6880224593485937,0.0186608034697082,0.48554724566050744,0.4282,20000,66000,66000,6000,0
1,1,3,1.0,0.01,0.4,1.5389605911109856,0.007215740356083008,0.08353750848708774,1.5389605911109856,0.007215740356083008,0.08353750848708774,0.3639,20000,66000,66000,6000,0
2,1,3,1.0,0.01,0.4,1.529216744659247,0.006410107101538576,0.07557778291398476,1.529216744659247,0.006410107101538576,0.07557778291398476,0.36975,20000,66000,66000,6000,0
3,1,3,1.0,0.01,0.4,1.5303130494163384,0.006983789685839163,0.07717273296075433,1.5303130494163384,0.006983789685839163,0.07717273296075433,0.37115,20000,66000,66000,6000,0
4,1,3,1.0,0.01,0.4,1.5278797687208294,0.006788537456481133,0.07822663003310648,1.5278797687208294,0.006788537456481133,0.07822663003310648,0.37105,20000,66000,66000,6000,0
5,1,3,1.0,0.01,0.4,1.531618072905681,0.006963302203251683,0.07772743534329773,1.531618072905681,0.006963302203251683,0.07772743534329773,0.3713,20000,66000,66000,6000,0
6,1,3,1.0,0.01,0.4,1.5427669093632663,0.007377191823152629,0.085897829416969,1.5427669093632663,0.007377191823152629,0.085897829416969,0.37705,20000,66000,66000,6000,0
7,1,3,1.0,0.01,0.4,1.5340776694565073,0.007694224538497743,0.08712239188578774,1.5340776694565073,0.007694224538497743,0.08712239188578774,0.36715,20000,66000,66000,6000,0
8,1,3,1.0,0.01,0.4,1.5310726673826083,0.007779095885168048,0.08231305645855658,1.5310726673826083,0.007779095885168048,0.08231305645855658,0.3603,20000,66000,66000,6000,0
9,1,3,1.0,0.01,0.4,1.549249665833018,0.008593255233617127,0.09598629234532563,1.549249665833018,0.008593255233617127,0.09598629234532563,0.3635,20000,66000,66000,6000,0
10,1,3,1.0,0.01,0.4,1.536753938273048,0.0069036977909981015,0.08237921983710939,1.536753938273048,0.0069036977909981015,0.08237921983710939,0.36645,20000,66000,66000,6000,0
11,1,3,1.0,0.01,0.4,1.546084770478567,0.007377348556003253,0.08242114347451901,1.546084770478567,0.007377348556003253,0.08242114347451901,0.3655,20000,66000,66000,6000,0
12,1,3,1.0,0.01,0.4,1.5419472447095495,0.00815781843756048,0.08550207587603298,1.5419472447095495,0.00815781843756048,0.08550207587603298,0.3679,20000,66000,66000,6000,0
13,1,3,1.0,0.01,0.4,1.5194483500427676,0.006237506235280438,0.06914822639573925,1.5194483500427676,0.006237506235280438,0.06914822639573925,0.3516,20000,66000,66000,6000,0
14,1,3,1.0,0.01,0.4,1.5517021329629634,0.0071896198780653855,0.0902614496196219,1.5517021329629634,0.0071896198780653855,0.0902614496196219,0.37095,20000,66000,66000,6000,0
15,1,3,1.0,0.01,0.4,1.5356054200377178,0.0071691179466188484,0.08173395249546633,1.5356054200377178,0.0071691179466188484,0.08173395249546633,0.3633,20000,66000,66000,6000,0
16,1,3,1.0,0.01,0.4,1.5451982433901537,0.007725493642720146,0.08593104128745788,1.5451982433901537,0.007725493642720146,0.08593104128745788,0.36725,20000,66000,66000,6000,0
1,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.3177,20000,66000,66000,6000,0
2,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.32165,20000,66000,66000,6000,0
3,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.3273,20000,66000,66000,6000,0
4,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.3223,20000,66000,66000,6000,0
5,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.3102,20000,66000,66000,6000,0
6,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.3085,20000,66000,66000,6000,0
7,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.31815,20000,66000,66000,6000,0
8,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.31795,20000,66000,66000,6000,0
9,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.3138,20000,66000,66000,6000,0
10,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.3257,20000,66000,66000,6000,0
11,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.31405,20000,66000,66000,6000,0
12,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.31415,20000,66000,66000,6000,0
13,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.3082,20000,66000,66000,6000,0
14,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.3158,20000,66000,66000,6000,0
15,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.3253,20000,66000,66000,6000,0
16,1,3,1.0,0.01,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.31855,20000,66000,66000,6000,0
1,1,3,1.0,0.01,0.6,1.5310377416141279,0.00566434903705731,0.05183769899102808,1.5310377416141279,0.00566434903705731,0.05183769899102808,0.2862,20000,66000,66000,6000,0
2,1,3,1.0,0.01,0.6,1.5227040137539527,0.005865275497220131,0.05447520743108836,1.5227040137539527,0.005865275497220131,0.05447520743108836,0.2774,20000,66000,66000,6000,0
3,1,3,1.0,0.01,0.6,1.5227140757627338,0.005737888655568259,0.05261679209046832,1.5227140757627338,0.005737888655568259,0.05261679209046832,0.2756,20000,66000,66000,6000,0
4,1,3,1.0,0.01,0.6,1.5169075365265463,0.006249728330082384,0.05828792694824925,1.5169075365265463,0.006249728330082384,0.05828792694824925,0.28845,20000,66000,66000,6000,0
5,1,3,1.0,0.01,0.6,1.5331383934644254,0.00592307668558243,0.04861856873222692,1.5331383934644254,0.00592307668558243,0.04861856873222692,0.2833,20000,66000,66000,6000,0
6,1,3,1.0,0.01,0.6,1.525370820772809,0.005510593177409201,0.048882570766775935,1.525370820772809,0.005510593177409201,0.048882570766775935,0.283,20000,66000,66000,6000,0
7,1,3,1.0,0.01,0.6,1.5215010030869232,0.006929005073958745,0.054321524923258035,1.5215010030869232,0.006929005073958745,0.054321524923258035,0.28795,20000,66000,66000,6000,0
8,1,3,1.0,0.01,0.6,1.526367733774871,0.006699125905310565,0.04878433261397763,1.526367733774871,0.006699125905310565,0.04878433261397763,0.27915,20000,66000,66000,6000,0
9,1,3,1.0,0.01,0.6,1.5362815966417682,0.005640615841391637,0.04958531009241396,1.5362815966417682,0.005640615841391637,0.04958531009241396,0.27815,20000,66000,66000,6000,0
10,1,3,1.0,0.01,0.6,1.5317771260420112,0.005726660500725601,0.05046910950749206,1.5317771260420112,0.005726660500725601,0.05046910950749206,0.27465,20000,66000,66000,6000,0
11,1,3,1.0,0.01,0.6,1.5169949778402556,0.006736561564060063,0.055263128564484454,1.5169949778402556,0.006736561564060063,0.055263128564484454,0.283,20000,66000,66000,6000,0
12,1,3,1.0,0.01,0.6,1.520898277250719,0.006050856964028151,0.055222256155284644,1.520898277250719,0.006050856964028151,0.055222256155284644,0.28295,20000,66000,66000,6000,0
13,1,3,1.0,0.01,0.6,1.5251853724683195,0.005767249441734217,0.051444688758685686,1.5251853724683195,0.005767249441734217,0.051444688758685686,0.276,20000,66000,66000,6000,0
14,1,3,1.0,0.01,0.6,1.5325214521715034,0.005319231819172527,0.0473563045130283,1.5325214521715034,0.005319231819172527,0.0473563045130283,0.2804,20000,66000,66000,6000,0
15,1,3,1.0,0.01,0.6,1.5297469256221534,0.005456437856321483,0.05230434069892009,1.5297469256221534,0.005456437856321483,0.05230434069892009,0.279,20000,66000,66000,6000,0
16,1,3,1.0,0.01,0.6,1.5282327907522262,0.005621095936124719,0.05001363213510057,1.5282327907522262,0.005621095936124719,0.05001363213510057,0.27585,20000,66000,66000,6000,0
1,1,3,1.0,0.01,0.7000000000000001,1.5712940529157207,0.011587789989107875,0.1923479087832023,1.5712940529157207,0.011587789989107875,0.1923479087832023,0.24855,20000,66000,66000,6000,0
2,1,3,1.0,0.01,0.7000000000000001,1.5954228880761248,0.010692762414826529,0.17342713218653705,1.5954228880761248,0.010692762414826529,0.17342713218653705,0.2469,20000,66000,66000,6000,0
3,1,3,1.0,0.01,0.7000000000000001,1.6011752554558596,0.009942389678652814,0.16523668055170448,1.6011752554558596,0.009942389678652814,0.16523668055170448,0.243,20000,66000,66000,6000,0
4,1,3,1.0,0.01,0.7000000000000001,1.5886723172077308,0.011484434612141357,0.18263847394262278,1.5886723172077308,0.011484434612141357,0.18263847394262278,0.2479,20000,66000,66000,6000,0
5,1,3,1.0,0.01,0.7000000000000001,1.593972464904587,0.01096031157369721,0.17385369412074247,1.593972464904587,0.01096031157369721,0.17385369412074247,0.2471,20000,66000,66000,6000,0
6,1,3,1.0,0.01,0.7000000000000001,1.5947485126703682,0.011269303089973665,0.1633146671931045,1.5947485126703682,0.011269303089973665,0.1633146671931045,0.25015,20000,66000,66000,6000,0
7,1,3,1.0,0.01,0.7000000000000001,1.5944761340123565,0.01102366097013801,0.1757455873233904,1.5944761340123565,0.01102366097013801,0.1757455873233904,0.24505,20000,66000,66000,6000,0
8,1,3,1.0,0.01,0.7000000000000001,1.5775477739050299,0.0115726523518249,0.20095253002263647,1.5775477739050299,0.0115726523518249,0.20095253002263647,0.2465,20000,66000,66000,6000,0
9,1,3,1.0,0.01,0.7000000000000001,1.588158208163508,0.010714626433158661,0.17472599959416613,1.588158208163508,0.010714626433158661,0.17472599959416613,0.25095,20000,66000,66000,6000,0
10,1,3,1.0,0.01,0.7000000000000001,1.5825946918306446,0.01195841113716047,0.19125779449399571,1.5825946918306446,0.01195841113716047,0.19125779449399571,0.253,20000,66000,66000,6000,0
11,1,3,1.0,0.01,0.7000000000000001,1.5688431905061002,0.010824766239564404,0.19007019841630068,1.5688431905061002,0.010824766239564404,0.19007019841630068,0.25045,20000,66000,66000,6000,0
12,1,3,1.0,0.01,0.7000000000000001,1.573846751496712,0.013309093920359581,0.19736688341291986,1.573846751496712,0.013309093920359581,0.19736688341291986,0.2538,20000,66000,66000,6000,0
13,1,3,1.0,0.01,0.7000000000000001,1.5897060972606218,0.010777899613937625,0.17857770761160774,1.5897060972606218,0.010777899613937625,0.17857770761160774,0.2528,20000,66000,66000,6000,0
14,1,3,1.0,0.01,0.7000000000000001,1.6085393195985007,0.01225859149391588,0.17262419552521235,1.6085393195985007,0.01225859149391588,0.17262419552521235,0.2516,20000,66000,66000,6000,0
15,1,3,1.0,0.01,0.7000000000000001,1.5961396261893148,0.00940309455122118,0.16866407540658734,1.5961396261893148,0.00940309455122118,0.16866407540658734,0.24735,20000,66000,66000,6000,0
16,1,3,1.0,0.01,0.7000000000000001,1.5797481702914138,0.0108611923890087,0.1909214340479024,1.5797481702914138,0.0108611923890087,0.1909214340479024,0.25415,20000,66000,66000,6000,0
1,1,3,1.0,0.01,0.8,1.6849956160402348,0.016193240765736912,0.33995362637120374,1.6849956160402348,0.016193240765736912,0.33995362637120374,0.21895,20000,66000,66000,6000,0
2,1,3,1.0,0.01,0.8,1.687814050358818,0.017063488664474706,0.3540712801080059,1.687814050358818,0.017063488664474706,0.3540712801080059,0.22305,20000,66000,66000,6000,0
3,1,3,1.0,0.01,0.8,1.6522075604421185,0.015207420241354644,0.35465629471844506,1.6522075604421185,0.015207420241354644,0.35465629471844506,0.2303,20000,66000,66000,6000,0
4,1,3,1.0,0.01,0.8,1.6560633360323311,0.01568564827157074,0.36854183184916733,1.6560633360323311,0.01568564827157074,0.36854183184916733,0.23025,20000,66000,66000,6000,0
5,1,3,1.0,0.01,0.8,1.6655839506526744,0.017695688332729224,0.3937259510587734,1.6655839506526744,0.017695688332729224,0.3937259510587734,0.22205,20000,66000,66000,6000,0
6,1,3,1.0,0.01,0.8,1.6492968062378985,0.016837354997086815,0.37078094789403915,1.6492968062378985,0.016837354997086815,0.37078094789403915,0.2231,20000,66000,66000,6000,0
7,1,3,1.0,0.01,0.8,1.7238729025081418,0.014939453329633368,0.32578544312245405,1.7238729025081418,0.014939453329633368,0.32578544312245405,0.21835,20000,66000,66000,6000,0
8,1,3,1.0,0.01,0.8,1.6946152838085349,0.015437074643080615,0.3414369534566788,1.6946152838085349,0.015437074643080615,0.3414369534566788,0.22805,20000,66000,66000,6000,0
9,1,3,1.0,0.01,0.8,1.6773187684347912,0.016494064345624213,0.34756040461176774,1.6773187684347912,0.016494064345624213,0.34756040461176774,0.22315,20000,66000,66000,6000,0
10,1,3,1.0,0.01,0.8,1.6990950746245057,0.016555897409101315,0.3582430365344207,1.6990950746245057,0.016555897409101315,0.3582430365344207,0.2154,20000,66000,66000,6000,0
11,1,3,1.0,0.01,0.8,1.6890646439829267,0.017731562146372615,0.3463485476307637,1.6890646439829267,0.017731562146372615,0.3463485476307637,0.22085,20000,66000,66000,6000,0
12,1,3,1.0,0.01,0.8,1.6666668301644993,0.015873814316048163,0.3764125541781502,1.6666668301644993,0.015873814316048163,0.3764125541781502,0.2289,20000,66000,66000,6000,0
13,1,3,1.0,0.01,0.8,1.6811042819808106,0.016657371997465798,0.3732590826442692,1.6811042819808106,0.016657371997465798,0.3732590826442692,0.2221,20000,66000,66000,6000,0
14,1,3,1.0,0.01,0.8,1.678556782541595,0.015160681172600273,0.32973561726882483,1.678556782541595,0.015160681172600273,0.32973561726882483,0.21855,20000,66000,66000,6000,0
15,1,3,1.0,0.01,0.8,1.6975532338405073,0.016172371721297922,0.34957077576419016,1.6975532338405073,0.016172371721297922,0.34957077576419016,0.2228,20000,66000,66000,6000,0
16,1,3,1.0,0.01,0.8,1.6561416931927329,0.015204599554840777,0.3543425951526311,1.6561416931927329,0.015204599554840777,0.3543425951526311,0.22685,20000,66000,66000,6000,0
1,1,3,1.0,0.01,0.9,1.7362654876503587,0.024459794833139325,0.6284649622218117,1.7362654876503587,0.024459794833139325,0.6284649622218117,0.2017,20000,66000,66000,6000,0
2,1,3,0.9,0.01,0.9,1.7305330321974315,0.021515170462097704,0.642511213787885,1.7305330321974315,0.021515170462097704,0.642511213787885,0.23915,20000,68000,68000,8000,0
3,1,3,0.9,0.01,0.9,1.7516898475844447,0.02082720810684135,0.6432454288956064,1.7516898475844447,0.02082720810684135,0.6432454288956064,0.2445,20000,68000,68000,8000,0
4,1,3,0.9,0.01,0.9,1.7678215272824676,0.02043278543287755,0.5953543862801274,1.7678215272824676,0.02043278543287755,0.5953543862801274,0.2351,20000,68000,68000,8000,0
5,1,3,0.9,0.01,0.9,1.7683536505091302,0.019750440983511544,0.6364354489627009,1.7683536505091302,0.019750440983511544,0.6364354489627009,0.2442,20000,68000,68000,8000,0
6,1,3,0.9,0.01,0.9,1.7826890227308916,0.019058591474952702,0.5614985851416225,1.7826890227308916,0.019058591474952702,0.5614985851416225,0.2431,20000,72000,72000,12000,0
7,1,3,1.0,0.01,0.9,1.8080302691408259,0.02196363565301441,0.5489427443594446,1.8080302691408259,0.02196363565301441,0.5489427443594446,0.2013,20000,66000,66000,6000,0
8,1,3,1.0,0.01,0.9,1.7843959517548766,0.020767824325895166,0.5400121533367095,1.7843959517548766,0.020767824325895166,0.5400121533367095,0.1931,20000,66000,66000,6000,0
9,1,3,0.9,0.01,0.9,1.778523391323521,0.019244335415117414,0.5861381704030748,1.778523391323521,0.019244335415117414,0.5861381704030748,0.2421,20000,72000,72000,12000,0
10,1,3,0.9,0.01,0.9,1.7847714008379116,0.019320630718716987,0.5786966876227524,1.7847714008379116,0.019320630718716987,0.5786966876227524,0.24845,20000,68000,68000,8000,0
11,1,3,1.0,0.01,0.9,1.7254685700179835,0.0240044464066134,0.6691274394937134,1.7254685700179835,0.0240044464066134,0.6691274394937134,0.21055,20000,66000,66000,6000,0
12,1,3,1.0,0.01,0.9,1.7523712900858681,0.026440345538177024,0.663474044995346,1.7523712900858681,0.026440345538177024,0.663474044995346,0.2023,20000,66000,66000,6000,0
13,1,3,1.0,0.01,0.9,1.7678942390813503,0.023153175312476192,0.5965333350194841,1.7678942390813503,0.023153175312476192,0.5965333350194841,0.19905,20000,66000,66000,6000,0
14,1,3,0.9,0.01,0.9,1.7662518730444619,0.020652395895677123,0.5762467496189205,1.7662518730444619,0.020652395895677123,0.5762467496189205,0.2352,20000,70000,70000,10000,0
15,1,3,0.9,0.01,0.9,1.7976644575770744,0.01810978476052023,0.5355811192714968,1.7976644575770744,0.01810978476052023,0.5355811192714968,0.23875,20000,72000,72000,12000,0
16,1,3,0.9,0.01,0.9,1.7863051413597357,0.019815649037399217,0.5402702592509847,1.7863051413597357,0.019815649037399217,0.5402702592509847,0.23745,20000,70000,70000,10000,0
1,1,3,0.81,0.01,1.0,1.8761272011641674,0.03034992780321358,0.9622556306152319,1.8761272011641674,0.03034992780321358,0.9622556306152319,0.2612,20000,72000,72000,12000,0
2,1,3,0.9,0.01,1.0,1.865687147319575,0.02759868004926325,0.9644289724907744,1.865687147319575,0.02759868004926325,0.9644289724907744,0.2212,20000,68000,68000,8000,0
3,1,3,0.9,0.01,1.0,1.8934719696646902,0.027407588285291974,0.8931402642583071,1.8934719696646902,0.027407588285291974,0.8931402642583071,0.2144,20000,68000,68000,8000,0
4,1,3,0.9,0.01,1.0,1.880439168659328,0.02659314270533372,0.8694748636841139,1.880439168659328,0.02659314270533372,0.8694748636841139,0.22045,20000,68000,68000,8000,0
5,1,3,0.9,0.01,1.0,1.8563205413238164,0.02546400565840358,0.913574794886614,1.8563205413238164,0.02546400565840358,0.913574794886614,0.21795,20000,68000,68000,8000,0
6,1,3,0.9,0.01,1.0,1.8716541210282325,0.024546823556688867,0.8414427178713879,1.8716541210282325,0.024546823556688867,0.8414427178713879,0.2225,20000,68000,68000,8000,0
7,1,3,0.9,0.01,1.0,1.9248815834521447,0.026041782510824226,0.8242204836905946,1.9248815834521447,0.026041782510824226,0.8242204836905946,0.2174,20000,68000,68000,8000,0
8,1,3,0.9,0.01,1.0,1.8910579800654177,0.02298439460907024,0.8405325487592434,1.8910579800654177,0.02298439460907024,0.8405325487592434,0.2228,20000,68000,68000,8000,0
9,1,3,0.81,0.01,1.0,1.8720854435860628,0.023913781504207428,0.8910951447813105,1.8720854435860628,0.023913781504207428,0.8910951447813105,0.2606,20000,74000,74000,14000,0
10,1,3,0.9,0.01,1.0,1.8827828403019797,0.02497600122187708,0.8386114460859173,1.8827828403019797,0.02497600122187708,0.8386114460859173,0.22035,20000,68000,68000,8000,0
