chain_id,nparticles,dim,scale,eta,alpha,energy,std_error,variance,scaled_energy,scaled_std_error,scaled_variance,accept_rate,nsamples,total_cycles,warmup_cycles,tuning_cycles,optimize_cycles
1,100,3,0.08910000000000003,0.01,0.49857417390277065,150.0072871745905,0.010311292305364745,0.009731422578624915,1.5000728717459049,0.010311292305364745,0.009731422578624915,0.298431396484375,32768,107768,5000,20000,50000
2,100,3,0.08910000000000001,0.01,0.4960718960966936,150.01125066436887,0.03360773897120721,0.08603725619468605,1.5001125066436887,0.03360773897120721,0.08603725619468605,0.302764892578125,32768,107768,5000,20000,50000
3,100,3,0.08910000000000003,0.01,0.49841907798964646,150.01775057386877,0.021245277828649062,0.020075821714272024,1.5001775057386877,0.021245277828649062,0.020075821714272024,0.307891845703125,32768,107768,5000,20000,50000
4,100,3,0.09509900499000004,0.01,0.49518635002926503,149.93248460750965,0.02977193407503853,0.07896283721493091,1.4993248460750965,0.02977193407503853,0.07896283721493091,0.26324462890625,32768,107768,5000,20000,50000
1,100,3,0.09801000000000003,0.01,0.4951983089563786,149.93572456043643,0.04253572762854797,0.08650906887851306,1.4993572456043642,0.04253572762854797,0.08650906887851306,0.251251220703125,32768,107768,5000,20000,50000
2,100,3,0.09900000000000002,0.01,0.49813479561309365,149.9898468990997,0.011454012772452532,0.010496548242372228,1.4998984689909969,0.011454012772452532,0.010496548242372228,0.25311279296875,32768,107768,5000,20000,50000
3,100,3,0.09000000000000001,0.01,0.49684538261337446,150.02571515081613,0.03975653119888816,0.07899036095113843,1.5002571515081613,0.03975653119888816,0.07899036095113843,0.293731689453125,32768,107768,5000,20000,50000
4,100,3,0.08645364090000004,0.01,0.4967005768033107,150.075158748964,0.06113436458769202,0.16049421351999626,1.5007515874896398,0.06113436458769202,0.16049421351999626,0.301727294921875,32768,107768,5000,20000,50000
1,100,3,0.09801000000000004,0.01,0.49417339439787356,150.0884030658882,0.04566745809373695,0.1662141123197216,1.500884030658882,0.04566745809373695,0.1662141123197216,0.240264892578125,32768,107768,5000,20000,50000
2,100,3,0.09000000000000001,0.01,0.49327261592563326,150.0276516943976,0.05990360877336658,0.29896809002093505,1.500276516943976,0.05990360877336658,0.29896809002093505,0.31195068359375,32768,107768,5000,20000,50000
3,100,3,0.08732691000000004,0.01,0.5007974542327148,149.9914145154766,0.011342888903786043,0.005558145319810137,1.499914145154766,0.011342888903786043,0.005558145319810137,0.321441650390625,32768,107768,5000,20000,50000
4,100,3,0.1,0.01,0.5050938907511928,149.9735470669935,0.058281160495987805,0.1427470298440312,1.4997354706699348,0.058281160495987805,0.1427470298440312,0.236114501953125,32768,107768,5000,20000,50000
1,100,3,0.08910000000000001,0.01,0.5065345278644131,149.99954974949446,0.06511456865924951,0.32349447654996766,1.4999954974949445,0.06511456865924951,0.32349447654996766,0.279388427734375,32768,107768,5000,20000,50000
2,100,3,0.09900000000000002,0.01,0.49279396622847604,149.90228991829719,0.04269607772668984,0.14924016262739315,1.499022899182972,0.04269607772668984,0.14924016262739315,0.25946044921875,32768,107768,5000,20000,50000
3,100,3,0.1,0.01,0.49042221292508237,150.00976204569557,0.06277946229904159,0.31827091073500924,1.5000976204569556,0.06277946229904159,0.31827091073500924,0.238555908203125,32768,107768,5000,20000,50000
4,100,3,0.09801000000000003,0.01,0.4933657820600375,150.00617540196274,0.04690190484056609,0.17579676526293042,1.5000617540196273,0.04690190484056609,0.17579676526293042,0.2490234375,32768,107768,5000,20000,50000
1,100,3,0.08019000000000001,0.01,0.4921240686755221,150.03529060325826,0.08189783259692526,0.5565950765230809,1.5003529060325826,0.08189783259692526,0.5565950765230809,0.377471923828125,32768,107768,5000,20000,50000
2,100,3,0.08910000000000003,0.01,0.5165591525693785,150.1404779266668,0.13085038090551415,1.4598825829889392,1.5014047792666678,0.13085038090551415,1.4598825829889392,0.30621337890625,32768,107768,5000,20000,50000
3,100,3,0.09900000000000002,0.01,0.49454013343409986,150.11310764286563,0.12503868707318727,0.3190072317775048,1.5011310764286563,0.12503868707318727,0.3190072317775048,0.234954833984375,32768,107768,5000,20000,50000
4,100,3,0.09900000000000002,0.01,0.49023959251408533,149.7732061365096,0.055449896407404296,0.2547948854517017,1.497732061365096,0.055449896407404296,0.2547948854517017,0.268310546875,32768,107768,5000,20000,50000
1,100,3,0.08732691000000004,0.01,0.5005772169291,150.00332139457635,0.004746087659235681,0.0018534623595769517,1.5000332139457635,0.004746087659235681,0.0018534623595769517,0.2996826171875,32768,107768,5000,20000,50000
2,100,3,0.09702990000000003,0.01,0.49323073206455487,150.06617354872034,0.08307739252022883,0.3002864573900297,1.5006617354872034,0.08307739252022883,0.3002864573900297,0.257354736328125,32768,107768,5000,20000,50000
3,100,3,0.09900000000000002,0.01,0.5108678807934153,150.10866465907938,0.10651995172786406,0.5095577056490583,1.5010866465907937,0.10651995172786406,0.5095577056490583,0.249786376953125,32768,107768,5000,20000,50000
4,100,3,0.09702990000000004,0.01,0.4947913682453847,150.0482555987549,0.07029192403139108,0.2113236865043291,1.500482555987549,0.07029192403139108,0.2113236865043291,0.24908447265625,32768,107768,5000,20000,50000
1,100,3,0.07174822050000006,0.01,0.491557763762788,150.0023756853704,0.1097027573406597,0.9506997755015618,1.500023756853704,0.1097027573406597,0.9506997755015618,0.432037353515625,32768,107768,5000,20000,50000
2,100,3,0.09000000000000001,0.01,0.49839011837368646,150.0107864964848,0.02999864289679795,0.0359463981949375,1.500107864964848,0.02999864289679795,0.0359463981949375,0.307769775390625,32768,107768,5000,20000,50000
