chain_id,nparticles,dim,scale,eta,alpha,energy,std_error,variance,scaled_energy,scaled_std_error,scaled_variance,accept_rate,nsamples,total_cycles,tuning_cycles,optimize_cycles,warmup_cycles
7,100,3,0.09801000000000003,0.01,0.5002202750079634,149.991164976638,0.004714373807848203,0.00046166114407242276,1.49991164976638,0.004714373807848203,0.00046166114407242276,0.23419189453125,16384,76384,10000,50000,0
8,100,3,0.10890000000000002,0.01,0.4993320946984265,149.99753477673704,0.006174335238220388,0.0009666857549746055,1.4999753477673705,0.006174335238220388,0.0009666857549746055,0.2003173828125,16384,76384,10000,50000,0
9,100,3,0.10781100000000005,0.01,0.4996157503116779,150.00289418453514,0.005805554987908098,0.0006401719147106633,1.5000289418453514,0.005805554987908098,0.0006401719147106633,0.18603515625,16384,76384,10000,50000,0
10,100,3,0.08910000000000001,0.01,0.4993019443741134,149.9850845594649,0.004718806902799574,0.0016145042063726578,1.4998508455946489,0.004718806902799574,0.0016145042063726578,0.32342529296875,16384,76384,10000,50000,0
11,100,3,0.08645364090000003,0.01,0.5005866327562688,149.96918544285927,0.01031464625034462,0.003912137886800338,1.4996918544285927,0.01031464625034462,0.003912137886800338,0.29949951171875,16384,76384,10000,50000,0
12,100,3,0.09702990000000006,0.01,0.5000268228439716,150.0000579129348,0.0002588193413652484,2.8339527489151806e-06,1.500000579129348,0.0002588193413652484,2.8339527489151806e-06,0.238525390625,16384,76384,10000,50000,0
13,100,3,0.08645364090000003,0.01,0.49937299139756036,149.99120181597482,0.005635926101010401,0.0014182602317305282,1.4999120181597483,0.005635926101010401,0.0014182602317305282,0.344482421875,16384,76384,10000,50000,0
14,100,3,0.044550000000000006,0.01,0.5002942877759696,150.00560641387642,0.007198511202406627,0.0020592580767697655,1.5000560641387641,0.007198511202406627,0.0020592580767697655,0.62762451171875,16384,76384,10000,50000,0
15,100,3,0.10673289000000004,0.01,0.4984173195116065,149.99587989698267,0.009511336003701215,0.0036502502916846424,1.4999587989698266,0.009511336003701215,0.0036502502916846424,0.19549560546875,16384,76384,10000,50000,0
16,100,3,0.09414801494010006,0.01,0.49966056010620746,149.99726828844723,0.0026554760565035648,0.0003490148847049568,1.4999726828844724,0.0026554760565035648,0.0003490148847049568,0.271240234375,16384,76384,10000,50000,0
1,100,3,0.09801000000000004,0.01,0.4997449184296031,150.0010250360152,0.00240892856939091,0.00030816001890343614,1.500010250360152,0.00240892856939091,0.00030816001890343614,0.248016357421875,32768,92768,10000,50000,0
2,100,3,0.08645364090000003,0.01,0.5003233722984289,150.00070450349676,0.0038806891162359363,0.0007937226328067482,1.5000070450349676,0.0038806891162359363,0.0007937226328067482,0.30926513671875,32768,92768,10000,50000,0
3,100,3,0.09509900499000006,0.01,0.4998229294718811,150.0026477866372,0.0021794227328379495,0.0002103942315443419,1.5000264778663719,0.0021794227328379495,0.0002103942315443419,0.25970458984375,32768,92768,10000,50000,0
4,100,3,0.09801000000000003,0.01,0.4999999161141973,150.00000030338668,8.40106450882589e-07,3.2741809263825417e-11,1.500000003033867,8.40106450882589e-07,3.2741809263825417e-11,0.248260498046875,32768,92768,10000,50000,0
5,100,3,0.09801000000000003,0.01,0.500453717268844,150.0006511390497,0.005321166894975955,0.0012601114212884568,1.500006511390497,0.005321166894975955,0.0012601114212884568,0.256866455078125,32768,92768,10000,50000,0
6,100,3,0.06328838782084506,0.01,0.5007718317815203,150.0296403526634,0.01907240967732773,0.015018251113360748,1.500296403526634,0.01907240967732773,0.015018251113360748,0.528045654296875,32768,92768,10000,50000,0
7,100,3,0.09702990000000004,0.01,0.4986465679432884,149.9990103616553,0.00927362832492198,0.007025868613709463,1.499990103616553,0.00927362832492198,0.007025868613709463,0.25616455078125,32768,92768,10000,50000,0
8,100,3,0.08910000000000001,0.01,0.5005055670078464,149.98946488109237,0.005946813679788311,0.0018905942779383622,1.4998946488109237,0.005946813679788311,0.0018905942779383622,0.27398681640625,32768,92768,10000,50000,0
9,100,3,0.10295614289833252,0.01,0.5008153510236881,149.99732015855557,0.008529413418309824,0.0033209120119863655,1.4999732015855556,0.008529413418309824,0.0033209120119863655,0.2259521484375,32768,92768,10000,50000,0
10,100,3,0.10504656963405008,0.01,0.5078545935860979,150.08068184646874,0.034636907037633786,0.10173362830028054,1.5008068184646874,0.034636907037633786,0.10173362830028054,0.20697021484375,32768,92768,10000,50000,0
11,100,3,0.08820900000000002,0.01,0.49981538264293346,150.00326121511466,0.0024717168463847736,0.00031033781488076784,1.5000326121511467,0.0024717168463847736,0.00031033781488076784,0.29949951171875,32768,92768,10000,50000,0
12,100,3,0.08732691000000004,0.01,0.5006034279718058,149.99989712871104,0.007857487108096337,0.002991535558976466,1.4999989712871105,0.007857487108096337,0.002991535558976466,0.304351806640625,32768,92768,10000,50000,0
13,100,3,0.09605960100000005,0.01,0.5000040610741457,150.00005768152295,2.1843929168783568e-05,4.3699401430785656e-08,1.5000005768152294,2.1843929168783568e-05,4.3699401430785656e-08,0.2545166015625,32768,92768,10000,50000,0
14,100,3,0.09900000000000002,0.01,0.49929721310615277,150.0118152914252,0.006565278771046629,0.0020881963573629037,1.500118152914252,0.006565278771046629,0.0020881963573629037,0.22894287109375,32768,92768,10000,50000,0
15,100,3,0.10781100000000005,0.01,0.4990880586370083,150.0201277798632,0.009692935543414808,0.003891328156896634,1.500201277798632,0.009692935543414808,0.003891328156896634,0.193572998046875,32768,92768,10000,50000,0
16,100,3,0.09509900499000007,0.01,0.49940907525946426,149.99593859216327,0.004115294504969583,0.0013624302082462236,1.4999593859216327,0.004115294504969583,0.0013624302082462236,0.265869140625,32768,92768,10000,50000,0
1,100,3,0.09801000000000003,0.01,0.49852394049174964,150.0088410041544,0.010107668397572074,0.010494532325537875,1.500088410041544,0.010107668397572074,0.010494532325537875,0.2441558837890625,65536,125536,10000,50000,0
2,100,3,0.09801000000000003,0.01,0.5004820580029347,149.99113523611308,0.0037194877169374383,0.0013080962635285687,1.4999113523611307,0.0037194877169374383,0.0013080962635285687,0.245330810546875,65536,125536,10000,50000,0
3,100,3,0.09509900499000007,0.01,0.5002794961852371,150.0009571563345,0.002048353393091941,0.0004160662829235662,1.500009571563345,0.002048353393091941,0.0004160662829235662,0.2702178955078125,65536,125536,10000,50000,0
4,100,3,0.10673289000000005,0.01,0.5001887705178828,149.99882275579756,0.0013327172674869072,0.0001232278300449252,1.4999882275579757,0.0013327172674869072,0.0001232278300449252,0.2100982666015625,65536,125536,10000,50000,0
5,100,3,0.09414801494010006,0.01,0.500348927117852,149.9973418851862,0.0031512117369929633,0.0008996824653877411,1.4999734188518619,0.0031512117369929633,0.0008996824653877411,0.2725372314453125,65536,125536,10000,50000,0
6,100,3,0.09549688148550006,0.01,0.5008348941420948,150.00500203133797,0.0054079989236080804,0.0028374046851240564,1.5000500203133798,0.0054079989236080804,0.0028374046851240564,0.25811767578125,65536,125536,10000,50000,0
7,100,3,0.10673289000000005,0.01,0.5009792086588534,149.9832981674492,0.006835704242451436,0.004196713704004651,1.499832981674492,0.006835704242451436,0.004196713704004651,0.195281982421875,65536,125536,10000,50000,0
8,100,3,0.09509900499000004,0.01,0.49733898741395305,150.01760738718,0.021549240180785398,0.04124645942283678,1.5001760738718,0.021549240180785398,0.04124645942283678,0.269317626953125,65536,125536,10000,50000,0
9,100,3,0.09801000000000004,0.01,0.4993995720471963,149.9946134342872,0.0038320045328336084,0.0015154864959185943,1.499946134342872,0.0038320045328336084,0.0015154864959185943,0.2401885986328125,65536,125536,10000,50000,0
10,100,3,0.09702990000000004,0.01,0.4990497374252128,149.99958081704654,0.007149401200833691,0.004715807812317507,1.4999958081704654,0.007149401200833691,0.004715807812317507,0.2574005126953125,65536,125536,10000,50000,0
11,100,3,0.09900000000000002,0.01,0.5003830102023082,150.00308301956582,0.002099834842984352,0.00046422307059401646,1.5000308301956582,0.002099834842984352,0.00046422307059401646,0.24530029296875,65536,125536,10000,50000,0
12,100,3,0.09801000000000004,0.01,0.4995910372359096,150.00277683349313,0.003218118317625629,0.0009523321896267589,1.5000277683349312,0.003218118317625629,0.0009523321896267589,0.2475128173828125,65536,125536,10000,50000,0
13,100,3,0.09702990000000003,0.01,0.5007832244514201,150.0048827112681,0.005283736440240398,0.0027960004408669192,1.500048827112681,0.005283736440240398,0.0027960004408669192,0.2560882568359375,65536,125536,10000,50000,0
14,100,3,0.09801000000000003,0.01,0.500781236435539,150.01100155981544,0.0045925499012214365,0.0021355010285333265,1.5001100155981544,0.0045925499012214365,0.0021355010285333265,0.24658203125,65536,125536,10000,50000,0
15,100,3,0.09605960100000005,0.01,0.499645259673213,149.99879179947874,0.0022111821092881704,0.0005068362042948138,1.4999879179947875,0.0022111821092881704,0.0005068362042948138,0.255096435546875,65536,125536,10000,50000,0
16,100,3,0.09509900499000006,0.01,0.500567783808455,150.00143123122655,0.004876063055529214,0.002043895099632209,1.5000143123122656,0.004876063055529214,0.002043895099632209,0.26776123046875,65536,125536,10000,50000,0
1,100,3,0.10566556110000007,0.01,0.49935899896637437,149.99619215961485,0.0032978572702776227,0.0012809002728317864,1.4999619215961486,0.0032978572702776227,0.0012809002728317864,0.21091461181640625,131072,191072,10000,50000,0
2,100,3,0.08820900000000002,0.01,0.4954622562424255,149.97296076302314,0.026766416394576126,0.15156245184334693,1.4997296076302313,0.026766416394576126,0.15156245184334693,0.3144989013671875,131072,191072,10000,50000,0
3,100,3,0.10566556110000005,0.01,0.49991717048371154,149.99967864361784,0.00043391605913463844,2.3083855921868235e-05,1.4999967864361785,0.00043391605913463844,2.3083855921868235e-05,0.21437835693359375,131072,191072,10000,50000,0
4,100,3,0.09605960100000004,0.01,0.500778322497667,150.00207506395995,0.005239856388017607,0.0034282162123417947,1.5000207506395995,0.005239856388017607,0.0034282162123417947,0.257415771484375,131072,191072,10000,50000,0
5,100,3,0.09702990000000003,0.01,0.4996365991820754,149.997346636805,0.0016471455828477933,0.0005455274476844352,1.49997346636805,0.0016471455828477933,0.0005455274476844352,0.265380859375,131072,191072,10000,50000,0
6,100,3,0.08820900000000002,0.01,0.4992337681946801,149.9976835081176,0.004458726264380449,0.004183057935733814,1.499976835081176,0.004458726264380449,0.004183057935733814,0.31224822998046875,131072,191072,10000,50000,0
7,100,3,0.09900000000000002,0.01,0.4997130091788722,149.9992492418412,0.0013056383873035515,0.00034472094557713717,1.499992492418412,0.0013056383873035515,0.00034472094557713717,0.24308013916015625,131072,191072,10000,50000,0
8,100,3,0.09509900499000006,0.01,0.5005039358837272,150.00433881038154,0.002458201525119723,0.001228032760991482,1.5000433881038153,0.002458201525119723,0.001228032760991482,0.2714385986328125,131072,191072,10000,50000,0
9,100,3,0.09702990000000004,0.01,0.5004764545293324,149.99890745551824,0.0027032050926779796,0.001372118596918881,1.4999890745551823,0.0027032050926779796,0.001372118596918881,0.2481842041015625,131072,191072,10000,50000,0
10,100,3,0.08769226950000006,0.01,0.49712581991230764,150.00410163582066,0.024018320493830566,0.07043428039105493,1.5000410163582065,0.024018320493830566,0.07043428039105493,0.31439208984375,131072,191072,10000,50000,0
11,100,3,0.09509900499000004,0.01,0.4996671329977982,150.00055730074774,0.002549101989226838,0.0007231687595776748,1.5000055730074775,0.002549101989226838,0.0007231687595776748,0.27381134033203125,131072,191072,10000,50000,0
12,100,3,0.10460890548900006,0.01,0.4999630904774711,149.9997980686783,0.00015698773526173104,4.951954906573519e-06,1.499997980686783,0.00015698773526173104,4.951954906573519e-06,0.21164703369140625,131072,191072,10000,50000,0
13,100,3,0.07002744912900004,0.01,0.4993846790971697,149.99877615657684,0.004765993194608247,0.00498417352719116,1.4999877615657684,0.004765993194608247,0.00498417352719116,0.425750732421875,131072,191072,10000,50000,0
14,100,3,0.08820900000000002,0.01,0.4995789738719353,149.99587451139925,0.0024093144341084637,0.0008995226926344912,1.4999587451139924,0.0024093144341084637,0.0008995226926344912,0.319244384765625,131072,191072,10000,50000,0
15,100,3,0.08820900000000002,0.01,0.5000645805459529,150.0011902700432,0.0003055506293198801,2.1214873413555324e-05,1.500011902700432,0.0003055506293198801,2.1214873413555324e-05,0.31459808349609375,131072,191072,10000,50000,0
16,100,3,0.10673289000000004,0.01,0.5007586954485277,150.00711254249342,0.0042220823555207485,0.001876102829555748,1.5000711254249341,0.0042220823555207485,0.001876102829555748,0.2103118896484375,131072,191072,10000,50000,0
